transaction_id,transaction_date,account_id,security_id,advisor_id,transaction_type,quantity,price,trade_value,brokerage_fee,tax_amount,source_system,batch_id,load_date,record_created_ts,record_updated_ts
9811d1e2-5652-4afe-92f3-d6c0145e0d1d,2026-05-18,ACC000528,SEC00123,ADV0002,SELL,363,4705.56,1708118.28,3416.24,3074.61,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063392,2026-07-16 11:10:59.063392
c3166e49-9ac2-46e5-9352-e9e13f040593,2025-03-13,ACC000414,SEC00139,ADV0006,BUY,433,3666.06,1587403.98,3174.81,2857.33,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063420,2026-07-16 11:10:59.063420
1ad7f092-b336-4c0d-9158-661a6a8995b4,2026-05-09,ACC000004,SEC00032,ADV0013,SELL,197,4775.36,940745.92,1881.49,1693.34,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063462,2026-07-16 11:10:59.063462
6ab1c1d6-062c-47b4-bb54-13efdcb1391f,2025-02-26,ACC000342,SEC00024,ADV0018,SELL,350,1583.86,554351.0,1108.7,997.83,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063506,2026-07-16 11:10:59.063506
31dd84d0-ccce-48f5-bea8-a0fa06ad5ea4,2025-03-24,ACC000548,SEC00118,ADV0014,SELL,437,4808.54,2101331.98,4202.66,3782.4,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063535,2026-07-16 11:10:59.063535
4ce7713a-4b74-4186-ad19-dbf17512a7ae,2025-02-10,ACC000664,SEC00099,ADV0010,BUY,104,965.43,100404.72,200.81,180.73,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063561,2026-07-16 11:10:59.063561
bbbbf67f-a693-4018-8a25-9b6a8d7430b3,2025-04-20,ACC000307,SEC00092,ADV0017,SELL,357,2011.51,718109.07,1436.22,1292.6,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063590,2026-07-16 11:10:59.063590
0329231a-1d82-42e1-857e-f154d55ad933,2025-07-14,ACC000087,SEC00036,ADV0015,BUY,454,3200.68,1453108.72,2906.22,2615.6,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063617,2026-07-16 11:10:59.063617
48a9785a-fde0-4099-b733-33559eb80d9d,2026-08-31,ACC000198,SEC00062,ADV0018,SELL,13,3626.72,47147.36,94.29,84.87,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063644,2026-07-16 11:10:59.063644
0b180d2b-ffb1-405c-9a45-6b5c3f17bce4,2026-10-21,ACC000399,SEC00079,ADV0017,SELL,33,3984.42,131485.86,262.97,236.67,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063669,2026-07-16 11:10:59.063669
42a5ae3e-a8ec-4afa-86da-a99f56dcd310,2026-04-06,ACC000547,SEC00005,ADV0013,BUY,495,4187.83,2072975.85,4145.95,3731.36,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063697,2026-07-16 11:10:59.063697
b93d4c3f-c61f-41d0-a1bb-415150ae0edf,2025-02-13,ACC000348,SEC00104,ADV0009,BUY,29,1754.82,50889.78,101.78,91.6,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063723,2026-07-16 11:10:59.063723
486094c9-2ccb-4964-9c95-a24dc4436054,2026-06-20,ACC000217,SEC00118,ADV0009,BUY,414,3303.86,1367798.04,2735.6,2462.04,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063748,2026-07-16 11:10:59.063748
08619c4a-8df0-40d6-9398-88d5a52df829,2025-03-15,ACC000759,SEC00010,ADV0018,BUY,297,1241.63,368764.11,737.53,663.78,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063787,2026-07-16 11:10:59.063787
e2bc2d01-cef3-40b2-9e9d-edd6ff9d62c6,2026-09-26,ACC000501,SEC00012,ADV0004,BUY,335,193.41,64792.35,129.58,116.63,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063816,2026-07-16 11:10:59.063816
359e1eee-a496-4d11-ac10-3ecd0b193773,2025-06-26,ACC000719,SEC00013,ADV0018,SELL,333,739.63,246296.79,492.59,443.33,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063842,2026-07-16 11:10:59.063842
ac873c88-1c36-4227-a9d9-d4585e096b47,2026-08-29,ACC000100,SEC00017,ADV0015,BUY,234,3095.01,724232.34,1448.46,1303.62,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063869,2026-07-16 11:10:59.063869
b37c1707-6237-4cc9-bb89-113b0eca7479,2026-09-23,ACC000117,SEC00057,ADV0003,BUY,255,3015.39,768924.45,1537.85,1384.06,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063895,2026-07-16 11:10:59.063895
de70be19-859b-4106-9a46-c1f806c17b57,2026-11-26,ACC000208,SEC00103,ADV0011,SELL,219,1752.98,383902.62,767.81,691.02,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063922,2026-07-16 11:10:59.063922
b0024d19-f332-4bcf-8081-83ff65a08c7a,2026-07-13,ACC000124,SEC00036,ADV0014,SELL,500,3452.03,1726015.0,3452.03,3106.83,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063948,2026-07-16 11:10:59.063948
6f194707-a2c4-4497-b3fe-28bcb6b4e668,2025-06-27,ACC000219,SEC00086,ADV0003,BUY,392,323.37,126761.04,253.52,228.17,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.063974,2026-07-16 11:10:59.063974
5a7719de-dc04-4fa5-b363-9e675a5bc988,2026-03-02,ACC000124,SEC00044,ADV0014,SELL,141,792.06,111680.46,223.36,201.02,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064001,2026-07-16 11:10:59.064001
438836d1-c941-4016-aa47-e854f79ab2f7,2026-08-19,ACC000567,SEC00011,ADV0017,BUY,85,2249.44,191202.4,382.4,344.16,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064028,2026-07-16 11:10:59.064028
17edd17d-d3f5-46b3-9099-4f59a7b65f45,2026-09-20,ACC000103,SEC00097,ADV0020,BUY,406,4252.1,1726352.6,3452.71,3107.43,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064055,2026-07-16 11:10:59.064055
24557ee4-2ced-46a7-9d85-b9090b827a3a,2025-01-07,ACC000017,SEC00002,ADV0010,BUY,451,2486.14,1121249.14,2242.5,2018.25,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064081,2026-07-16 11:10:59.064081
fadb2091-e626-4517-8689-d9ac12a297d1,2025-10-18,ACC000092,SEC00107,ADV0014,SELL,362,3293.6,1192283.2,2384.57,2146.11,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064108,2026-07-16 11:10:59.064108
df0f8fa4-4fe2-446a-94b0-1488898af00e,2026-10-18,ACC000709,SEC00070,ADV0010,SELL,65,1110.19,72162.35,144.32,129.89,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064133,2026-07-16 11:10:59.064133
cabab5b9-14f7-46d8-9eb1-ac545036c31e,2026-09-18,ACC000422,SEC00010,ADV0008,BUY,123,4696.64,577686.72,1155.37,1039.84,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064161,2026-07-16 11:10:59.064161
39b63d06-85e0-4644-8c24-005693dbb676,2025-04-01,ACC000735,SEC00078,ADV0015,SELL,256,3099.04,793354.24,1586.71,1428.04,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064188,2026-07-16 11:10:59.064188
68a2b796-ee1e-422f-8b37-4ea21398d613,2025-07-16,ACC000429,SEC00031,ADV0020,BUY,3,2832.78,8498.34,17.0,15.3,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064214,2026-07-16 11:10:59.064214
c316d591-ec8f-4a46-a0bb-0605d3bc0b7a,2026-07-07,ACC000634,SEC00130,ADV0014,BUY,186,4327.38,804892.68,1609.79,1448.81,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064249,2026-07-16 11:10:59.064249
2970229f-5164-4039-a2f1-c2fe01ed7052,2025-08-02,ACC000476,SEC00071,ADV0009,BUY,395,3169.67,1252019.65,2504.04,2253.64,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064275,2026-07-16 11:10:59.064275
2bcd01a8-d85e-4070-b030-4d525ce3a76d,2026-12-03,ACC000199,SEC00122,ADV0020,SELL,58,4003.4,232197.2,464.39,417.95,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064336,2026-07-16 11:10:59.064336
326adedb-73b3-49bd-9841-d23eac959bee,2025-02-14,ACC000181,SEC00014,ADV0010,SELL,82,3383.7,277463.4,554.93,499.43,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064363,2026-07-16 11:10:59.064363
59006aa3-2e2f-48dd-ab88-72b0786c9e84,2025-12-09,ACC000292,SEC00117,ADV0014,BUY,108,2229.89,240828.12,481.66,433.49,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064390,2026-07-16 11:10:59.064390
6e9978bd-e288-49d8-bfdc-5a2f9fe10e49,2026-07-05,ACC000107,SEC00046,ADV0014,BUY,380,357.04,135675.2,271.35,244.22,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064417,2026-07-16 11:10:59.064417
103d065e-35d3-4825-b9ce-bdcd54dd2a0c,2025-03-14,ACC000030,SEC00061,ADV0003,SELL,249,2623.03,653134.47,1306.27,1175.64,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064443,2026-07-16 11:10:59.064443
0a6f4d76-feca-44e0-92fb-c5aebc388165,2025-07-23,ACC000607,SEC00084,ADV0016,BUY,297,1697.26,504086.22,1008.17,907.36,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064471,2026-07-16 11:10:59.064471
6fdf87a7-654c-4168-a175-520956095a55,2025-04-11,ACC000798,SEC00061,ADV0009,SELL,57,1698.05,96788.85,193.58,174.22,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064516,2026-07-16 11:10:59.064516
128fdbff-d243-4f1e-bf02-c2cc27425073,2025-03-17,ACC000205,SEC00121,ADV0009,SELL,193,4467.69,862264.17,1724.53,1552.08,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064543,2026-07-16 11:10:59.064543
139ed9c8-0789-4ba0-b7a3-ebc1f51713dc,2025-08-10,ACC000056,SEC00117,ADV0009,BUY,456,2235.74,1019497.44,2038.99,1835.1,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064571,2026-07-16 11:10:59.064571
89f83e25-8553-496a-8de2-d94847d8ad48,2025-07-18,ACC000397,SEC00092,ADV0012,SELL,192,768.38,147528.96,295.06,265.55,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064598,2026-07-16 11:10:59.064598
de6fa90b-53e8-401b-82e8-f8cd58473bde,2026-12-10,ACC000208,SEC00146,ADV0011,BUY,172,723.34,124414.48,248.83,223.95,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064626,2026-07-16 11:10:59.064626
a9474d29-59be-4c69-8df2-523ff722e45c,2026-04-22,ACC000288,SEC00118,ADV0014,SELL,70,644.44,45110.8,90.22,81.2,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064652,2026-07-16 11:10:59.064652
63e344f8-6483-40e5-9a42-8752ae1fa0fc,2025-10-30,ACC000176,SEC00041,ADV0002,BUY,390,1783.52,695572.8,1391.15,1252.03,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064680,2026-07-16 11:10:59.064680
05336cf2-4bf1-4edc-9c34-e2a0776e15f6,2025-08-24,ACC000592,SEC00023,ADV0002,SELL,497,2808.5,1395824.5,2791.65,2512.48,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064707,2026-07-16 11:10:59.064707
50c1aea7-b0bb-4ac4-9cee-07f382c55c1c,2025-08-10,ACC000535,SEC00122,ADV0011,SELL,251,4324.78,1085519.78,2171.04,1953.94,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064735,2026-07-16 11:10:59.064735
070eea8e-43d7-4546-9d82-5dcf1f002409,2025-09-10,ACC000286,SEC00064,ADV0003,SELL,8,3677.09,29416.72,58.83,52.95,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064763,2026-07-16 11:10:59.064763
504ec907-48cc-41bf-a3f1-9aabf59e1ebe,2026-08-29,ACC000445,SEC00039,ADV0003,BUY,297,1189.79,353367.63,706.74,636.06,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064792,2026-07-16 11:10:59.064792
d8a14c75-d98d-4e0e-bef4-ab03b1ece162,2026-04-27,ACC000428,SEC00130,ADV0005,BUY,23,296.29,6814.67,13.63,12.27,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064820,2026-07-16 11:10:59.064820
e2169291-e768-4599-8216-3f37ce11167a,2026-12-15,ACC000436,SEC00026,ADV0005,SELL,272,2032.17,552750.24,1105.5,994.95,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064847,2026-07-16 11:10:59.064847
92267fdf-b553-4527-9fa6-364fb86f35f6,2025-01-13,ACC000508,SEC00105,ADV0012,BUY,124,507.15,62886.6,125.77,113.2,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064873,2026-07-16 11:10:59.064873
50db84ea-4914-474c-a8ae-ca43d61ec78c,2026-10-26,ACC000136,SEC00024,ADV0008,BUY,184,1549.37,285084.08,570.17,513.15,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064900,2026-07-16 11:10:59.064900
04cac238-81c9-4c85-9aa2-b7d20758fd6a,2026-12-22,ACC000492,SEC00118,ADV0018,BUY,343,1593.7,546639.1,1093.28,983.95,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064927,2026-07-16 11:10:59.064927
122a92d7-b6ff-43fa-8060-117fdc727746,2026-12-22,ACC000466,SEC00104,ADV0016,BUY,238,3881.99,923913.62,1847.83,1663.04,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064954,2026-07-16 11:10:59.064954
2ac3d736-99c7-4175-ba84-219dcf677a4b,2026-10-11,ACC000380,SEC00001,ADV0008,BUY,321,2375.05,762391.05,1524.78,1372.3,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.064980,2026-07-16 11:10:59.064980
4f26dd48-abf6-4c33-8cef-0cab99ca4034,2026-06-28,ACC000395,SEC00009,ADV0016,SELL,458,3484.68,1595983.44,3191.97,2872.77,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065006,2026-07-16 11:10:59.065006
c1ab4533-9312-4574-a5b5-525afa542120,2026-09-20,ACC000437,SEC00139,ADV0006,BUY,386,1421.97,548880.42,1097.76,987.98,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065032,2026-07-16 11:10:59.065032
d14d4a6a-4030-40fd-b9c5-919dded3fab8,2025-12-10,ACC000702,SEC00015,ADV0013,SELL,42,3140.23,131889.66,263.78,237.4,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065058,2026-07-16 11:10:59.065058
cfb7aa97-6b51-4296-84a8-4f5198339aac,2026-04-22,ACC000053,SEC00011,ADV0005,SELL,57,1976.48,112659.36,225.32,202.79,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065084,2026-07-16 11:10:59.065084
3e01f9aa-9f22-44bf-beca-d06f991942e1,2026-12-23,ACC000376,SEC00018,ADV0010,BUY,90,3276.05,294844.5,589.69,530.72,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065121,2026-07-16 11:10:59.065121
30825f9c-909d-4d10-8e82-4f2bf85fdd85,2025-04-27,ACC000142,SEC00123,ADV0005,BUY,172,1269.3,218319.6,436.64,392.98,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065149,2026-07-16 11:10:59.065149
6cf9ce4b-4848-4630-a4a1-3d9f2002c720,2025-11-25,ACC000772,SEC00091,ADV0002,SELL,382,3828.34,1462425.88,2924.85,2632.37,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065175,2026-07-16 11:10:59.065175
a0c76422-f9e4-40ca-8883-0518222f3e8d,2025-02-25,ACC000516,SEC00017,ADV0019,SELL,349,2172.35,758150.15,1516.3,1364.67,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065201,2026-07-16 11:10:59.065201
8135d058-48d0-4da7-ba28-2713ab653a7a,2026-06-24,ACC000354,SEC00032,ADV0005,SELL,232,2482.51,575942.32,1151.88,1036.7,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065234,2026-07-16 11:10:59.065234
0aff3176-70fb-4e4c-ac0e-90b32a1294f7,2026-06-30,ACC000727,SEC00075,ADV0004,SELL,273,3423.71,934672.83,1869.35,1682.41,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065260,2026-07-16 11:10:59.065260
6ca5e18b-9682-4fe3-b8cd-0eb998884f76,2026-12-11,ACC000636,SEC00017,ADV0004,BUY,189,4019.53,759691.17,1519.38,1367.44,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065288,2026-07-16 11:10:59.065288
42d2410f-c0ae-4594-acf2-f9ee8e0099af,2025-07-03,ACC000469,SEC00074,ADV0017,BUY,45,492.83,22177.35,44.35,39.92,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065315,2026-07-16 11:10:59.065315
6fae3ca5-2c48-4681-a17f-843e3b28f9f6,2026-12-15,ACC000112,SEC00038,ADV0010,SELL,85,1452.12,123430.2,246.86,222.17,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065341,2026-07-16 11:10:59.065341
e85d7210-4d5a-430d-afa1-015a320c90d3,2026-10-05,ACC000155,SEC00006,ADV0007,SELL,448,1100.86,493185.28,986.37,887.73,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065368,2026-07-16 11:10:59.065368
4d8d5ae0-8a3a-4953-83c7-150442553baa,2025-05-16,ACC000427,SEC00122,ADV0005,SELL,497,3443.78,1711558.66,3423.12,3080.81,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065395,2026-07-16 11:10:59.065395
3778ff73-9ed2-4c04-933c-e61f38c07ff0,2025-01-22,ACC000431,SEC00075,ADV0017,BUY,228,3714.78,846969.84,1693.94,1524.55,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065422,2026-07-16 11:10:59.065422
4fabae8a-ff8e-4642-af7f-beac60ffd537,2025-08-26,ACC000065,SEC00134,ADV0005,SELL,12,4371.79,52461.48,104.92,94.43,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065449,2026-07-16 11:10:59.065449
be784085-952a-4d60-9376-73e934fa746c,2026-10-24,ACC000422,SEC00084,ADV0008,SELL,297,1779.68,528564.96,1057.13,951.42,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065487,2026-07-16 11:10:59.065487
b129ac69-76bb-4d9a-be62-a191475a148a,2026-07-16,ACC000608,SEC00114,ADV0004,SELL,341,3514.63,1198488.83,2396.98,2157.28,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065514,2026-07-16 11:10:59.065514
e367332e-38a9-4781-a87f-f03b69514f65,2025-11-10,ACC000312,SEC00044,ADV0002,SELL,291,746.58,217254.78,434.51,391.06,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065541,2026-07-16 11:10:59.065541
cbe63c28-66d6-4ead-b65a-133962c9c27d,2025-10-23,ACC000233,SEC00013,ADV0004,BUY,248,1922.32,476735.36,953.47,858.12,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065569,2026-07-16 11:10:59.065569
d355e9c7-e2e5-4d30-8852-d98a4ea7565f,2025-06-20,ACC000362,SEC00042,ADV0003,SELL,146,2334.04,340769.84,681.54,613.39,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065596,2026-07-16 11:10:59.065596
f303eeb1-ba0c-4e86-b502-9436e8b60b14,2026-12-27,ACC000187,SEC00040,ADV0010,BUY,499,959.26,478670.74,957.34,861.61,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065623,2026-07-16 11:10:59.065623
b7a05f1c-ee31-4ee2-967f-dc7ef9cf4ea7,2025-11-21,ACC000244,SEC00148,ADV0008,BUY,60,301.64,18098.4,36.2,32.58,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065650,2026-07-16 11:10:59.065650
58ab4059-6955-421d-bde7-db660809c26a,2025-07-30,ACC000452,SEC00144,ADV0005,BUY,134,1911.39,256126.26,512.25,461.03,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065676,2026-07-16 11:10:59.065676
91e2bcfb-1430-40d7-99bf-230e5135b1e3,2025-06-01,ACC000682,SEC00096,ADV0002,SELL,163,4892.31,797446.53,1594.89,1435.4,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065703,2026-07-16 11:10:59.065703
e314b2df-7ef1-496f-b340-4819953ca3b3,2025-11-05,ACC000553,SEC00032,ADV0002,BUY,500,896.73,448365.0,896.73,807.06,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065732,2026-07-16 11:10:59.065732
d0385077-c2a7-4629-88a0-e6bb677bd382,2025-05-29,ACC000415,SEC00118,ADV0020,SELL,477,2547.14,1214985.78,2429.97,2186.97,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065761,2026-07-16 11:10:59.065761
a42c04db-e4b8-4395-98d2-64c8994e120c,2026-07-14,ACC000160,SEC00130,ADV0019,SELL,3,4853.74,14561.22,29.12,26.21,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065788,2026-07-16 11:10:59.065788
bab79af0-63d9-4d8f-971a-2cd0ac1583e8,2025-10-24,ACC000663,SEC00147,ADV0020,BUY,362,1548.23,560459.26,1120.92,1008.83,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065815,2026-07-16 11:10:59.065815
7d2b16bf-3229-41e0-a842-9fad21d3b367,2026-03-29,ACC000579,SEC00087,ADV0014,BUY,374,4543.72,1699351.28,3398.7,3058.83,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065843,2026-07-16 11:10:59.065843
8f5b5d81-c68c-4c05-992e-dbfc5934e5f6,2025-05-23,ACC000750,SEC00142,ADV0004,BUY,246,4510.85,1109669.1,2219.34,1997.4,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065870,2026-07-16 11:10:59.065870
72628127-ab53-45d4-913a-9f95e0ca3a15,2025-08-14,ACC000316,SEC00115,ADV0003,SELL,13,2067.99,26883.87,53.77,48.39,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065897,2026-07-16 11:10:59.065897
cbb13f5d-bef5-4855-9ea8-54fef84392db,2026-10-19,ACC000095,SEC00050,ADV0017,BUY,168,369.66,62102.88,124.21,111.79,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065926,2026-07-16 11:10:59.065926
d7b96dd1-eecc-48fa-96af-70e4b07d532e,2025-03-27,ACC000786,SEC00138,ADV0012,SELL,143,1059.01,151438.43,302.88,272.59,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065955,2026-07-16 11:10:59.065955
2c57b43a-c022-4c1c-8298-d0445e786789,2026-06-09,ACC000694,SEC00101,ADV0016,BUY,344,4792.36,1648571.84,3297.14,2967.43,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.065983,2026-07-16 11:10:59.065983
3d979fc6-2d1f-443b-8ece-74c5b361876d,2026-06-08,ACC000503,SEC00015,ADV0018,SELL,163,3055.54,498053.02,996.11,896.5,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.066010,2026-07-16 11:10:59.066010
fce94f3f-4333-48f5-b79d-eac982eb4eb7,2026-03-14,ACC000408,SEC00095,ADV0016,SELL,76,3608.22,274224.72,548.45,493.6,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:59.066037,2026-07-16 11:10:59.066037
