account_id,customer_id,account_type,opened_date,branch,currency,status,source_system,batch_id,load_date,record_created_ts,record_updated_ts
ACC000012,CUST00387,Savings,2018-02-21,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584027,2026-07-16 11:10:47.584027
ACC000013,CUST00120,Demat,2022-03-11,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584033,2026-07-16 11:10:47.584033
ACC000014,CUST00449,Current,2026-09-10,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584045,2026-07-16 11:10:47.584045
ACC000015,CUST00154,Demat,2016-05-14,Pune,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584051,2026-07-16 11:10:47.584051
ACC000016,CUST00451,Current,2024-07-31,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584057,2026-07-16 11:10:47.584057
ACC000017,CUST00025,Demat,2023-07-20,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584063,2026-07-16 11:10:47.584063
ACC000018,CUST00164,Investment,2024-02-27,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584069,2026-07-16 11:10:47.584069
ACC000019,CUST00193,Current,2025-08-15,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584075,2026-07-16 11:10:47.584075
ACC000020,CUST00154,Current,2025-05-21,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584081,2026-07-16 11:10:47.584081
ACC000021,CUST00212,Investment,2026-11-20,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584087,2026-07-16 11:10:47.584087
ACC000022,CUST00125,Demat,2019-07-24,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584092,2026-07-16 11:10:47.584092
ACC000023,CUST00473,Investment,2023-04-28,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584098,2026-07-16 11:10:47.584098
ACC000024,CUST00371,Current,2016-02-27,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584104,2026-07-16 11:10:47.584104
ACC000025,CUST00345,Savings,2016-08-19,Bengaluru,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584110,2026-07-16 11:10:47.584110
ACC000026,CUST00371,Current,2025-10-02,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584116,2026-07-16 11:10:47.584116
ACC000027,CUST00156,Savings,2019-10-02,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584122,2026-07-16 11:10:47.584122
ACC000028,CUST00383,Investment,2020-06-10,Delhi,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584128,2026-07-16 11:10:47.584128
ACC000029,CUST00361,Current,2023-11-24,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584134,2026-07-16 11:10:47.584134
ACC000030,CUST00165,Demat,2023-07-16,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584140,2026-07-16 11:10:47.584140
ACC000031,CUST00333,Demat,2021-12-01,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584147,2026-07-16 11:10:47.584147
ACC000032,CUST00263,Investment,2025-06-14,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584153,2026-07-16 11:10:47.584153
ACC000033,CUST00390,Demat,2019-07-23,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584159,2026-07-16 11:10:47.584159
ACC000034,CUST00212,Savings,2019-12-18,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584166,2026-07-16 11:10:47.584166
ACC000035,CUST00009,Demat,2024-05-13,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584172,2026-07-16 11:10:47.584172
ACC000036,CUST00101,Demat,2020-02-28,Mumbai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584178,2026-07-16 11:10:47.584178
ACC000037,CUST00427,Current,2026-03-14,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584184,2026-07-16 11:10:47.584184
ACC000038,CUST00132,Investment,2026-01-01,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584190,2026-07-16 11:10:47.584190
ACC000039,CUST00376,Demat,2018-10-18,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584195,2026-07-16 11:10:47.584195
ACC000040,CUST00251,Current,2016-04-26,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584202,2026-07-16 11:10:47.584202
ACC000041,CUST00430,Savings,2016-02-02,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584207,2026-07-16 11:10:47.584207
ACC000042,CUST00212,Current,2020-03-10,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584213,2026-07-16 11:10:47.584213
ACC000043,CUST00005,Current,2026-05-05,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584219,2026-07-16 11:10:47.584219
ACC000044,CUST00031,Investment,2025-12-10,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584225,2026-07-16 11:10:47.584225
ACC000045,CUST00273,Investment,2015-04-08,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584231,2026-07-16 11:10:47.584231
ACC000046,CUST00370,Demat,2021-06-06,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584237,2026-07-16 11:10:47.584237
ACC000047,CUST00417,Investment,2019-01-08,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584243,2026-07-16 11:10:47.584243
ACC000048,CUST00269,Current,2020-05-28,Bengaluru,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584248,2026-07-16 11:10:47.584248
ACC000049,CUST00270,Demat,2022-12-13,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584254,2026-07-16 11:10:47.584254
ACC000050,CUST00041,Demat,2024-02-09,Mumbai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584259,2026-07-16 11:10:47.584259
ACC000051,CUST00125,Current,2021-09-23,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584265,2026-07-16 11:10:47.584265
ACC000052,CUST00335,Savings,2017-02-04,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584271,2026-07-16 11:10:47.584271
ACC000053,CUST00194,Investment,2016-04-04,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584277,2026-07-16 11:10:47.584277
ACC000054,CUST00360,Current,2016-11-08,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584283,2026-07-16 11:10:47.584283
ACC000055,CUST00331,Demat,2017-02-20,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584293,2026-07-16 11:10:47.584293
ACC000056,CUST00118,Current,2025-08-31,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584300,2026-07-16 11:10:47.584300
ACC000057,CUST00474,Savings,2021-04-15,Pune,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584306,2026-07-16 11:10:47.584306
ACC000058,CUST00337,Savings,2019-01-09,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584311,2026-07-16 11:10:47.584311
ACC000059,CUST00009,Current,2018-03-27,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584317,2026-07-16 11:10:47.584317
ACC000060,CUST00476,Savings,2021-09-17,Bengaluru,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584323,2026-07-16 11:10:47.584323
ACC000061,CUST00124,Investment,2022-06-10,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584329,2026-07-16 11:10:47.584329
ACC000062,CUST00405,Savings,2026-03-26,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584335,2026-07-16 11:10:47.584335
ACC000063,CUST00028,Savings,2024-10-20,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584340,2026-07-16 11:10:47.584340
ACC000064,CUST00175,Investment,2022-04-27,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584346,2026-07-16 11:10:47.584346
ACC000065,CUST00402,Investment,2026-01-02,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584352,2026-07-16 11:10:47.584352
ACC000066,CUST00284,Investment,2024-09-07,Bengaluru,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584358,2026-07-16 11:10:47.584358
ACC000067,CUST00339,Investment,2016-12-03,Kolkata,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584363,2026-07-16 11:10:47.584363
ACC000068,CUST00152,Current,2016-08-25,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584369,2026-07-16 11:10:47.584369
ACC000069,CUST00079,Investment,2018-06-17,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584375,2026-07-16 11:10:47.584375
ACC000070,CUST00163,Demat,2017-05-22,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584380,2026-07-16 11:10:47.584380
ACC000071,CUST00483,Demat,2024-12-22,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584386,2026-07-16 11:10:47.584386
ACC000072,CUST00053,Current,2016-12-16,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584391,2026-07-16 11:10:47.584391
ACC000073,CUST00230,Investment,2017-04-26,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584397,2026-07-16 11:10:47.584397
ACC000074,CUST00182,Savings,2022-04-11,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584403,2026-07-16 11:10:47.584403
ACC000075,CUST00007,Demat,2024-04-12,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584408,2026-07-16 11:10:47.584408
ACC000076,CUST00372,Current,2026-09-08,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584414,2026-07-16 11:10:47.584414
ACC000077,CUST00087,Current,2021-01-11,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584419,2026-07-16 11:10:47.584419
ACC000078,CUST00253,Current,2016-06-02,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584426,2026-07-16 11:10:47.584426
ACC000079,CUST00142,Investment,2021-09-21,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584432,2026-07-16 11:10:47.584432
ACC000080,CUST00185,Demat,2020-07-13,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584437,2026-07-16 11:10:47.584437
ACC000081,CUST00305,Current,2025-04-08,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584443,2026-07-16 11:10:47.584443
ACC000082,CUST00156,Savings,2023-11-16,Chennai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584448,2026-07-16 11:10:47.584448
ACC000083,CUST00195,Demat,2024-11-15,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584454,2026-07-16 11:10:47.584454
ACC000084,CUST00418,Current,2021-09-27,Chennai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584459,2026-07-16 11:10:47.584459
ACC000085,CUST00486,Current,2025-09-29,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584465,2026-07-16 11:10:47.584465
ACC000086,CUST00494,Investment,2022-02-27,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584471,2026-07-16 11:10:47.584471
ACC000087,CUST00496,Current,2022-04-23,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584491,2026-07-16 11:10:47.584491
ACC000088,CUST00419,Investment,2023-03-10,Hyderabad,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584497,2026-07-16 11:10:47.584497
ACC000089,CUST00103,Current,2015-08-09,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584504,2026-07-16 11:10:47.584504
ACC000090,CUST00483,Current,2024-10-31,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584509,2026-07-16 11:10:47.584509
ACC000091,CUST00426,Savings,2024-03-05,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584515,2026-07-16 11:10:47.584515
ACC000092,CUST00072,Demat,2020-06-05,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584521,2026-07-16 11:10:47.584521
ACC000093,CUST00367,Investment,2023-06-16,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584527,2026-07-16 11:10:47.584527
ACC000094,CUST00307,Investment,2023-12-28,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584533,2026-07-16 11:10:47.584533
ACC000095,CUST00473,Investment,2015-10-29,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584539,2026-07-16 11:10:47.584539
ACC000096,CUST00360,Savings,2017-06-14,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584545,2026-07-16 11:10:47.584545
ACC000097,CUST00337,Demat,2018-09-24,Delhi,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584551,2026-07-16 11:10:47.584551
ACC000098,CUST00023,Investment,2022-06-09,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584557,2026-07-16 11:10:47.584557
ACC000099,CUST00055,Savings,2017-03-18,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584562,2026-07-16 11:10:47.584562
ACC000100,CUST00262,Current,2024-12-30,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584568,2026-07-16 11:10:47.584568
ACC000101,CUST00238,Current,2022-09-26,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584574,2026-07-16 11:10:47.584574
ACC000102,CUST00054,Demat,2024-04-30,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584580,2026-07-16 11:10:47.584580
ACC000103,CUST00426,Current,2022-10-24,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584586,2026-07-16 11:10:47.584586
ACC000104,CUST00234,Current,2026-09-08,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584591,2026-07-16 11:10:47.584591
ACC000105,CUST00244,Savings,2024-10-29,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584598,2026-07-16 11:10:47.584598
ACC000106,CUST00164,Savings,2021-09-25,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584603,2026-07-16 11:10:47.584603
ACC000107,CUST00012,Demat,2017-06-14,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584609,2026-07-16 11:10:47.584609
ACC000108,CUST00477,Current,2026-07-29,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584615,2026-07-16 11:10:47.584615
ACC000109,CUST00082,Demat,2024-07-24,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584621,2026-07-16 11:10:47.584621
ACC000110,CUST00409,Investment,2019-02-20,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584627,2026-07-16 11:10:47.584627
ACC000111,CUST00203,Savings,2019-06-05,Mumbai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584633,2026-07-16 11:10:47.584633
ACC000112,CUST00220,Investment,2015-02-06,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584639,2026-07-16 11:10:47.584639
ACC000113,CUST00106,Demat,2016-05-27,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584645,2026-07-16 11:10:47.584645
ACC000114,CUST00410,Current,2023-03-16,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584650,2026-07-16 11:10:47.584650
ACC000115,CUST00235,Savings,2020-11-19,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584657,2026-07-16 11:10:47.584657
ACC000116,CUST00271,Demat,2023-09-19,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584663,2026-07-16 11:10:47.584663
ACC000117,CUST00301,Savings,2022-10-21,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584668,2026-07-16 11:10:47.584668
ACC000118,CUST00317,Current,2021-09-02,Pune,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584674,2026-07-16 11:10:47.584674
ACC000119,CUST00044,Current,2022-01-09,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584680,2026-07-16 11:10:47.584680
ACC000120,CUST00157,Savings,2019-02-08,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584685,2026-07-16 11:10:47.584685
ACC000121,CUST00262,Investment,2024-05-19,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584691,2026-07-16 11:10:47.584691
ACC000122,CUST00295,Investment,2024-06-27,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584697,2026-07-16 11:10:47.584697
ACC000123,CUST00326,Current,2018-09-28,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584703,2026-07-16 11:10:47.584703
ACC000124,CUST00072,Current,2022-01-21,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584709,2026-07-16 11:10:47.584709
ACC000125,CUST00318,Savings,2023-01-20,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584714,2026-07-16 11:10:47.584714
ACC000126,CUST00070,Current,2023-08-12,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584720,2026-07-16 11:10:47.584720
ACC000127,CUST00335,Investment,2024-03-05,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584726,2026-07-16 11:10:47.584726
ACC000128,CUST00213,Investment,2025-12-17,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584731,2026-07-16 11:10:47.584731
ACC000129,CUST00290,Savings,2019-12-12,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584737,2026-07-16 11:10:47.584737
ACC000130,CUST00141,Current,2021-06-22,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584742,2026-07-16 11:10:47.584742
ACC000131,CUST00290,Investment,2026-06-16,Hyderabad,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584748,2026-07-16 11:10:47.584748
ACC000132,CUST00059,Demat,2023-03-25,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584754,2026-07-16 11:10:47.584754
ACC000133,CUST00390,Investment,2019-11-26,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584759,2026-07-16 11:10:47.584759
ACC000134,CUST00377,Current,2021-09-04,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584765,2026-07-16 11:10:47.584765
ACC000135,CUST00231,Demat,2022-10-26,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584770,2026-07-16 11:10:47.584770
ACC000136,CUST00225,Savings,2020-04-25,Bengaluru,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584776,2026-07-16 11:10:47.584776
ACC000137,CUST00353,Demat,2024-08-08,Bengaluru,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584782,2026-07-16 11:10:47.584782
ACC000138,CUST00072,Current,2019-08-23,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584793,2026-07-16 11:10:47.584793
ACC000139,CUST00292,Demat,2026-12-09,Chennai,INR,Closed,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584799,2026-07-16 11:10:47.584799
ACC000140,CUST00276,Current,2022-04-05,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584805,2026-07-16 11:10:47.584805
ACC000141,CUST00149,Demat,2026-07-16,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584839,2026-07-16 11:10:47.584839
ACC000142,CUST00070,Investment,2016-04-30,Chennai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.584850,2026-07-16 11:10:47.584850
ACC000143,CUST00360,Current,2020-08-07,Bengaluru,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585662,2026-07-16 11:10:47.585662
ACC000144,CUST00425,Current,2023-10-23,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585710,2026-07-16 11:10:47.585710
ACC000145,CUST00296,Demat,2024-04-16,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585720,2026-07-16 11:10:47.585720
ACC000146,CUST00039,Savings,2024-01-14,Pune,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585736,2026-07-16 11:10:47.585736
ACC000147,CUST00356,Demat,2025-03-13,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585743,2026-07-16 11:10:47.585743
ACC000148,CUST00298,Savings,2017-02-02,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585750,2026-07-16 11:10:47.585750
ACC000149,CUST00326,Demat,2016-06-02,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585757,2026-07-16 11:10:47.585757
ACC000150,CUST00204,Current,2024-08-20,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585766,2026-07-16 11:10:47.585766
ACC000151,CUST00254,Demat,2022-03-29,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585772,2026-07-16 11:10:47.585772
ACC000152,CUST00173,Current,2025-11-19,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585778,2026-07-16 11:10:47.585778
ACC000153,CUST00458,Savings,2016-01-12,Hyderabad,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585786,2026-07-16 11:10:47.585786
ACC000154,CUST00009,Savings,2018-07-18,Mumbai,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585799,2026-07-16 11:10:47.585799
ACC000155,CUST00001,Investment,2019-07-16,Delhi,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585806,2026-07-16 11:10:47.585806
ACC000156,CUST00452,Demat,2018-07-26,Kolkata,INR,Open,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:47.585813,2026-07-16 11:10:47.585813
