security_id,ticker,security_name,asset_class,sector,currency,exchange,status,source_system,batch_id,load_date,record_created_ts,record_updated_ts
SEC00018,BAJFINANCE,BAJFINANCE,Mutual Fund,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909352,2026-07-16 11:10:55.909352
SEC00019,KOTAKBANK,KOTAKBANK,Bond,Healthcare,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909355,2026-07-16 11:10:55.909355
SEC00020,ULTRACEMCO,ULTRACEMCO,ETF,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909358,2026-07-16 11:10:55.909358
SEC00021,ASIANPAINT,ASIANPAINT,Equity,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909362,2026-07-16 11:10:55.909362
SEC00022,ADANIENT,ADANIENT,Bond,Consumer,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909365,2026-07-16 11:10:55.909365
SEC00023,TITAN,TITAN,Mutual Fund,Energy,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909368,2026-07-16 11:10:55.909368
SEC00024,NESTLEIND,NESTLEIND,Equity,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909371,2026-07-16 11:10:55.909371
SEC00025,HINDUNILVR,HINDUNILVR,Equity,Healthcare,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909374,2026-07-16 11:10:55.909374
SEC00026,JSWSTEEL,JSWSTEEL,Equity,Technology,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909377,2026-07-16 11:10:55.909377
SEC00027,INDUSINDBK,INDUSINDBK,Equity,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909380,2026-07-16 11:10:55.909380
SEC00028,TECHM,TECHM,Bond,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909383,2026-07-16 11:10:55.909383
SEC00029,CIPLA,CIPLA,Bond,Healthcare,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909386,2026-07-16 11:10:55.909386
SEC00030,DRREDDY,DRREDDY,ETF,Energy,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909388,2026-07-16 11:10:55.909388
SEC00031,BPCL,BPCL,ETF,Finance,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909392,2026-07-16 11:10:55.909392
SEC00032,COALINDIA,COALINDIA,ETF,Technology,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909395,2026-07-16 11:10:55.909395
SEC00033,GRASIM,GRASIM,Equity,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909398,2026-07-16 11:10:55.909398
SEC00034,HEROMOTOCO,HEROMOTOCO,ETF,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909401,2026-07-16 11:10:55.909401
SEC00035,EICHERMOT,EICHERMOT,ETF,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909404,2026-07-16 11:10:55.909404
SEC00036,DIVISLAB,DIVISLAB,Bond,Technology,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909407,2026-07-16 11:10:55.909407
SEC00037,BAJAJFINSV,BAJAJFINSV,ETF,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909410,2026-07-16 11:10:55.909410
SEC00038,APOLLOHOSP,APOLLOHOSP,Equity,Finance,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909413,2026-07-16 11:10:55.909413
SEC00039,BRITANNIA,BRITANNIA,Mutual Fund,Consumer,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909417,2026-07-16 11:10:55.909417
SEC00040,HDFCLIFE,HDFCLIFE,Equity,Energy,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909419,2026-07-16 11:10:55.909419
SEC00041,SHRIRAMFIN,SHRIRAMFIN,Equity,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909422,2026-07-16 11:10:55.909422
SEC00042,SBILIFE,SBILIFE,Bond,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909425,2026-07-16 11:10:55.909425
SEC00043,TATASTEEL,TATASTEEL,ETF,Healthcare,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909428,2026-07-16 11:10:55.909428
SEC00044,UPL,UPL,Bond,Consumer,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909431,2026-07-16 11:10:55.909431
SEC00045,ADANIPORTS,ADANIPORTS,Mutual Fund,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909434,2026-07-16 11:10:55.909434
SEC00046,PIDILITIND,PIDILITIND,Equity,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909437,2026-07-16 11:10:55.909437
SEC00047,M&M,M&M,Equity,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909440,2026-07-16 11:10:55.909440
SEC00048,DMART,DMART,Mutual Fund,Energy,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909443,2026-07-16 11:10:55.909443
SEC00049,ABB,ABB,Bond,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909446,2026-07-16 11:10:55.909446
SEC00050,SIEMENS,SIEMENS,ETF,Energy,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909449,2026-07-16 11:10:55.909449
SEC00051,RELIANCE,RELIANCE,ETF,Healthcare,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909452,2026-07-16 11:10:55.909452
SEC00052,TCS,TCS,Mutual Fund,Technology,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909455,2026-07-16 11:10:55.909455
SEC00053,INFY,INFY,Mutual Fund,Technology,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909458,2026-07-16 11:10:55.909458
SEC00054,HDFCBANK,HDFCBANK,Mutual Fund,Energy,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909461,2026-07-16 11:10:55.909461
SEC00055,ICICIBANK,ICICIBANK,ETF,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909464,2026-07-16 11:10:55.909464
SEC00056,SBIN,SBIN,Equity,Energy,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909467,2026-07-16 11:10:55.909467
SEC00057,LT,LT,ETF,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909470,2026-07-16 11:10:55.909470
SEC00058,ITC,ITC,ETF,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909473,2026-07-16 11:10:55.909473
SEC00059,AXISBANK,AXISBANK,Mutual Fund,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909488,2026-07-16 11:10:55.909488
SEC00060,MARUTI,MARUTI,Bond,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909491,2026-07-16 11:10:55.909491
SEC00061,WIPRO,WIPRO,Bond,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909495,2026-07-16 11:10:55.909495
SEC00062,HCLTECH,HCLTECH,Equity,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909498,2026-07-16 11:10:55.909498
SEC00063,SUNPHARMA,SUNPHARMA,Mutual Fund,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909501,2026-07-16 11:10:55.909501
SEC00064,NTPC,NTPC,Bond,Finance,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909504,2026-07-16 11:10:55.909504
SEC00065,POWERGRID,POWERGRID,Mutual Fund,Technology,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909514,2026-07-16 11:10:55.909514
SEC00066,ONGC,ONGC,ETF,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909517,2026-07-16 11:10:55.909517
SEC00067,TATAMOTORS,TATAMOTORS,Mutual Fund,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909520,2026-07-16 11:10:55.909520
SEC00068,BAJFINANCE,BAJFINANCE,Mutual Fund,Technology,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909523,2026-07-16 11:10:55.909523
SEC00069,KOTAKBANK,KOTAKBANK,Mutual Fund,Healthcare,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909526,2026-07-16 11:10:55.909526
SEC00070,ULTRACEMCO,ULTRACEMCO,Equity,Technology,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909529,2026-07-16 11:10:55.909529
SEC00071,ASIANPAINT,ASIANPAINT,Bond,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909532,2026-07-16 11:10:55.909532
SEC00072,ADANIENT,ADANIENT,Bond,Consumer,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909535,2026-07-16 11:10:55.909535
SEC00073,TITAN,TITAN,Mutual Fund,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909538,2026-07-16 11:10:55.909538
SEC00074,NESTLEIND,NESTLEIND,Mutual Fund,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909541,2026-07-16 11:10:55.909541
SEC00075,HINDUNILVR,HINDUNILVR,Bond,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909544,2026-07-16 11:10:55.909544
SEC00076,JSWSTEEL,JSWSTEEL,ETF,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909547,2026-07-16 11:10:55.909547
SEC00077,INDUSINDBK,INDUSINDBK,Mutual Fund,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909550,2026-07-16 11:10:55.909550
SEC00078,TECHM,TECHM,Equity,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909553,2026-07-16 11:10:55.909553
SEC00079,CIPLA,CIPLA,Mutual Fund,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909556,2026-07-16 11:10:55.909556
SEC00080,DRREDDY,DRREDDY,Equity,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909559,2026-07-16 11:10:55.909559
SEC00081,BPCL,BPCL,Equity,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909563,2026-07-16 11:10:55.909563
SEC00082,COALINDIA,COALINDIA,Equity,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909566,2026-07-16 11:10:55.909566
SEC00083,GRASIM,GRASIM,Bond,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909568,2026-07-16 11:10:55.909568
SEC00084,HEROMOTOCO,HEROMOTOCO,ETF,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909571,2026-07-16 11:10:55.909571
SEC00085,EICHERMOT,EICHERMOT,Mutual Fund,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909574,2026-07-16 11:10:55.909574
SEC00086,DIVISLAB,DIVISLAB,Bond,Consumer,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909577,2026-07-16 11:10:55.909577
SEC00087,BAJAJFINSV,BAJAJFINSV,Mutual Fund,Finance,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909579,2026-07-16 11:10:55.909579
SEC00088,APOLLOHOSP,APOLLOHOSP,Mutual Fund,Healthcare,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909583,2026-07-16 11:10:55.909583
SEC00089,BRITANNIA,BRITANNIA,Bond,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909586,2026-07-16 11:10:55.909586
SEC00090,HDFCLIFE,HDFCLIFE,Bond,Technology,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909589,2026-07-16 11:10:55.909589
SEC00091,SHRIRAMFIN,SHRIRAMFIN,Equity,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909592,2026-07-16 11:10:55.909592
SEC00092,SBILIFE,SBILIFE,Mutual Fund,Finance,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909595,2026-07-16 11:10:55.909595
SEC00093,TATASTEEL,TATASTEEL,Bond,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909598,2026-07-16 11:10:55.909598
SEC00094,UPL,UPL,Mutual Fund,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909602,2026-07-16 11:10:55.909602
SEC00095,ADANIPORTS,ADANIPORTS,Bond,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909605,2026-07-16 11:10:55.909605
SEC00096,PIDILITIND,PIDILITIND,Mutual Fund,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909608,2026-07-16 11:10:55.909608
SEC00097,M&M,M&M,Bond,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909611,2026-07-16 11:10:55.909611
SEC00098,DMART,DMART,Equity,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909614,2026-07-16 11:10:55.909614
SEC00099,ABB,ABB,Bond,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909618,2026-07-16 11:10:55.909618
SEC00100,SIEMENS,SIEMENS,Mutual Fund,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909621,2026-07-16 11:10:55.909621
SEC00101,RELIANCE,RELIANCE,Equity,Technology,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909624,2026-07-16 11:10:55.909624
SEC00102,TCS,TCS,ETF,Technology,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909629,2026-07-16 11:10:55.909629
SEC00103,INFY,INFY,Equity,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909632,2026-07-16 11:10:55.909632
SEC00104,HDFCBANK,HDFCBANK,Mutual Fund,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909635,2026-07-16 11:10:55.909635
SEC00105,ICICIBANK,ICICIBANK,Equity,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909638,2026-07-16 11:10:55.909638
SEC00106,SBIN,SBIN,Equity,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909641,2026-07-16 11:10:55.909641
SEC00107,LT,LT,Equity,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909644,2026-07-16 11:10:55.909644
SEC00108,ITC,ITC,Mutual Fund,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909647,2026-07-16 11:10:55.909647
SEC00109,AXISBANK,AXISBANK,ETF,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909649,2026-07-16 11:10:55.909649
SEC00110,MARUTI,MARUTI,ETF,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909653,2026-07-16 11:10:55.909653
SEC00111,WIPRO,WIPRO,Equity,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909656,2026-07-16 11:10:55.909656
SEC00112,HCLTECH,HCLTECH,ETF,Technology,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909659,2026-07-16 11:10:55.909659
SEC00113,SUNPHARMA,SUNPHARMA,Bond,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909661,2026-07-16 11:10:55.909661
SEC00114,NTPC,NTPC,ETF,Consumer,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909664,2026-07-16 11:10:55.909664
SEC00115,POWERGRID,POWERGRID,ETF,Energy,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909667,2026-07-16 11:10:55.909667
SEC00116,ONGC,ONGC,Bond,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909670,2026-07-16 11:10:55.909670
SEC00117,TATAMOTORS,TATAMOTORS,ETF,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909673,2026-07-16 11:10:55.909673
SEC00118,BAJFINANCE,BAJFINANCE,ETF,Healthcare,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909675,2026-07-16 11:10:55.909675
SEC00119,KOTAKBANK,KOTAKBANK,Equity,Consumer,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909678,2026-07-16 11:10:55.909678
SEC00120,ULTRACEMCO,ULTRACEMCO,Bond,Industrial,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909681,2026-07-16 11:10:55.909681
SEC00121,ASIANPAINT,ASIANPAINT,Mutual Fund,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909684,2026-07-16 11:10:55.909684
SEC00122,ADANIENT,ADANIENT,ETF,Consumer,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909687,2026-07-16 11:10:55.909687
SEC00123,TITAN,TITAN,Mutual Fund,Finance,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909690,2026-07-16 11:10:55.909690
SEC00124,NESTLEIND,NESTLEIND,ETF,Technology,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909692,2026-07-16 11:10:55.909692
SEC00125,HINDUNILVR,HINDUNILVR,Bond,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909695,2026-07-16 11:10:55.909695
SEC00126,JSWSTEEL,JSWSTEEL,Mutual Fund,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909698,2026-07-16 11:10:55.909698
SEC00127,INDUSINDBK,INDUSINDBK,Bond,Finance,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909701,2026-07-16 11:10:55.909701
SEC00128,TECHM,TECHM,Equity,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909704,2026-07-16 11:10:55.909704
SEC00129,CIPLA,CIPLA,Equity,Technology,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909706,2026-07-16 11:10:55.909706
SEC00130,DRREDDY,DRREDDY,Mutual Fund,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909709,2026-07-16 11:10:55.909709
SEC00131,BPCL,BPCL,ETF,Energy,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909712,2026-07-16 11:10:55.909712
SEC00132,COALINDIA,COALINDIA,Mutual Fund,Consumer,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909715,2026-07-16 11:10:55.909715
SEC00133,GRASIM,GRASIM,Mutual Fund,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909718,2026-07-16 11:10:55.909718
SEC00134,HEROMOTOCO,HEROMOTOCO,Mutual Fund,Technology,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909721,2026-07-16 11:10:55.909721
SEC00135,EICHERMOT,EICHERMOT,Mutual Fund,Energy,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909724,2026-07-16 11:10:55.909724
SEC00136,DIVISLAB,DIVISLAB,Equity,Technology,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909727,2026-07-16 11:10:55.909727
SEC00137,BAJAJFINSV,BAJAJFINSV,Mutual Fund,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909730,2026-07-16 11:10:55.909730
SEC00138,APOLLOHOSP,APOLLOHOSP,ETF,Healthcare,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909732,2026-07-16 11:10:55.909732
SEC00139,BRITANNIA,BRITANNIA,Equity,Healthcare,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909737,2026-07-16 11:10:55.909737
SEC00140,HDFCLIFE,HDFCLIFE,Mutual Fund,Consumer,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909765,2026-07-16 11:10:55.909765
SEC00141,SHRIRAMFIN,SHRIRAMFIN,Bond,Industrial,INR,BSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909770,2026-07-16 11:10:55.909770
SEC00142,SBILIFE,SBILIFE,Bond,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909775,2026-07-16 11:10:55.909775
SEC00143,TATASTEEL,TATASTEEL,Equity,Technology,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.909780,2026-07-16 11:10:55.909780
SEC00144,UPL,UPL,Mutual Fund,Technology,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.910085,2026-07-16 11:10:55.910085
SEC00145,ADANIPORTS,ADANIPORTS,Mutual Fund,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.910107,2026-07-16 11:10:55.910107
SEC00146,PIDILITIND,PIDILITIND,ETF,Healthcare,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.910128,2026-07-16 11:10:55.910128
SEC00147,M&M,M&M,Equity,Technology,INR,NSE,Active,Core Banking,BATCH_20260720,2026-07-20,2026-07-16 11:10:55.910135,2026-07-16 11:10:55.910135
